Podemos  ser  judíos  por  nacimiento , y  no ‘pecadores’ como  los  extranjeros ,	1
“¿ Quién  pone  una  lámpara  debajo  de  un balde, o  bajo  la  cama ?” les  preguntó  Jesús . “ No , una  lámpara  se coloca sobre  un candelabro.	2
“ Hermanos  y  padres ”, dijo , “escuchen, por favor, pues presentaré ante ustedes mi  defensa ”.	2
Estar  circuncidado  solo  tiene  valor  si  haces  lo  que  dice  la  ley . Pero  si quebrantas la  ley , tu  circuncisión  es  tan  inútil  como  la  de  aquellos  que  no  están circuncidados.	2
“ Maestro ”, respondió  el  hombre , “ ya  he obedecido todos  esos  mandamientos  desde  que  estaba  pequeño ”.	2
Entonces  el  Espíritu  le  dijo  a  Felipe : “ Ve  y acércate más  a  ese carruaje”.	3
Las  otras jóvenes llegaron  más  tarde . ‘ Señor , Señor’, llamaron , ‘¡ ábrenos  la  puerta !’	3
Zaqueo  descendió rápidamente del  árbol  y  estaba  muy feliz de  recibir  a  Jesús  en  su  casa .	2
Estoy completamente seguro de  que  Dios , quien  comenzó  esta  buena  obra  en ustedes, la continuará y  la terminará eficazmente cuando  Jesucristo regrese.	3
Así  que  haré  mi  mejor  esfuerzo  para  que  aunque  me  vaya , ustedes puedan siempre recordar estas  cosas .	1
Tal  como  lo  escribió  el  profeta  Isaías : “ Se  oyó  una  voz  clamando  en  el  desierto : ‘Preparen el  camino  del  Señor : enderecen su senda.	2
Esta  carta  viene  de  parte  de  Simón  Pedro , siervo  y  apóstol  de  Jesucristo , quien  la  envía  a  los  que  participan  con  nosotros  de  la  preciosa  fe  en  nuestro  Dios  y  Salvador  Jesucristo , el único que  es  verdaderamente  justo  y  bueno .	8
Finalmente , hermanos  y  hermanas , me despido. Sigan mejorando espiritualmente . Anímense unos  a  otros . Estén  en armonía. Vivan en  paz , y  que  el  Dios  de  amor  y  paz  esté  con ustedes.	2
Y  cuando  Pablo  se  dio  cuenta  de  que  algunos  miembros  del  concilio  eran  Saduceos  y  otros  eran  fariseos , exclamó : “¡ Hermano , yo  soy  Fariseo , hijo  de  un  Fariseo ! Estoy  en  este  juicio  por  mi  esperanza  en  la  resurrección  de  los  muertos ”.	4
Entonces  vi  a  otro  ángel  descendiendo  del  cielo , con  una  nube  que  lo envolvía y  un arcoíris sobre  su  cabeza . Su  rostro lucía como  el  sol , y  sus  pies  como  columnas  de  fuego .	3
Las  tentaciones  vienen  de  nuestros propios malos  deseos  que  nos descarrían y  nos atrapan.	1
¿ Está  alguno  enfermo ? Llamen a  los  ancianos  de  iglesia  para  que  oren  y  le unjan con  aceite  en  el  nombre  del  Señor .	1
Mientras  Jesús  enseñaba  en  el  Templo , preguntó : “¿ Por  qué  los  maestros  religiosos  afirman  que  Cristo  es  el  hijo  de  David ?	4
Los  discípulos  dijeron : “ Señor , si  está  durmiendo , se  pondrá  mejor ”.	2
Amigos  míos , no  se  sorprendan  ante  las “ pruebas  de  fuego ”  que  están experimentando, como  si  estas  fueran  algo inesperado.	1
¿ Acaso  no  puedo decidir qué  hacer  con  mi  propio  dinero ? ¿ Por  qué deberías mirarme con desprecio por  querer  hacer  un  bien ?’	0
De  este  modo , acumulan tesoros  que  les proveerán una base sólida para  el futuro, a  fin  de  que puedan aferrarse a  la  vida  verdadera .	2
Cuando  tengamos  este  vestido , ya  no  nos  veremos  desnudos .	1
Le  rogué  al  Señor  tres veces para deshacerme de  este problema.	2
y  allí  siguieron compartiendo la  buena  noticia .	1
“ No dejen que  la  gente  los  llame ‘Rabí’. El  Gran  Maestro  de ustedes es  solo  uno , y ustedes son  todos  hermanos .	0
“¿ Aún  no  lo  han  entendido ?” respondió  Jesús .	1
Mirándolos , Jesús  respondió : “ Desde  un punto de  vista  humano , es  imposible , pero  no  con  la  ayuda  de  Dios . Con  Dios  todo  es  posible ”.	2
Será  como  en  los  días  de  Lot . La  gente  seguía  comiendo  y  bebiendo , comprando y vendiendo, plantando y construyendo.	3
Entonces  Jesús  fue guiado por  el  Espíritu  hasta  el  desierto  para  ser  tentado  por  el  diablo .	2
Permaneciendo a  la distancia, con  temor  de sufrir la  misma  agonía  que  ella , dirán , “¡Desastre, desastre ha  herido  a  Babilonia , la  gran  ciudad ! ¡ En  solo  una  hora  se ejecutó tu  sentencia  de  muerte !”	5
Después  de  que  Jesús terminó de  hablar , un  Fariseo  lo invitó para  que  fuera  a  comer  con  él . Entonces  Jesús  fue  y  se sentó a  comer .	3
A  los  que  sean victoriosos los  haré sentarse conmigo  junto  a  mi  trono , así  como  yo  fui  victorioso  y  me senté junto  a  mi  Padre , que  está  en  su  trono .	2
Sin embargo, descubrí que  él  no  ha cometido ningún  crimen  que merezca la  muerte , y  como  él  ha apelado al emperador, decidí enviarlo allí .	2
Porque  de  parte  de Cloé, algunos  me  han  dicho  cosas  de ustedes, mis  hermanos  y  hermanas , me  han  dicho  que  hay discusiones entre ustedes.	1
“ Es  uno  de  los  doce , uno  de ustedes y  que  está compartiendo esta  comida  conmigo .	4
Pero  lo  que  sale  de  la  boca  viene  de  la  mente , y  eso  es  lo  que  los  contamina .	3
Y  Dios realizaba milagros extraordinarios a través de  Pablo ,	2
Él  nos explicó cómo  un  ángel  se  le  había aparecido en  su  casa , el  cual  le  dijo : ‘ Envía  a  alguien  a Jope, y  haz  venir  a  Simón , también  llamado  Pedro ,	6
el  cual  se  está hospedando en  la  casa  de  Simón  el  curtidor , cuya  casa  está  junto  al  mar ”.	2
Las  mujeres  estaban aterrorizadas y  se inclinaron, con  sus  rostros  en  tierra . Entonces  ellos  dijeron  a  las  mujeres : “¿ Por  qué  buscan  entre  los  muertos  a  alguien  que  está  vivo ?	3
y  una  tercera  parte  de  las  criaturas  que vivían en  el  mar  murieron , y  una  tercera  parte  de  las embarcaciones quedaron destruidas.	1
Entonces  volvió  a  subir , partió  pan  y  comió  con  ellos . Y  siguió  hablando  con  todos  hasta  que  llegó  la  mañana  y  entonces  se marchó.	1
Nada  es  imposible  para  Dios ”.	1
Les  escribo  a ustedes, padres , porque ustedes lo  conocen  a  él , que  ha existido desde  el  principio . Les  escribo  a ustedes, jóvenes, porque  han  vencido  el  mal .	4
Los  discípulos quedaron impresionados por  esto . Pero  Jesús  siguió : “ Amigos  míos , es  difícil  entrar  al  reino  de  Dios .	3
